Function,Best,Worst,Mean,StdDev
F1,1.26675e-02,1.31097e-02,1.27150e-02,6.05998e-05
F2,6.25687e+03,7.33311e+03,6.29820e+03,1.66541e+02
F3,1.72513e+00,1.72970e+00,1.72609e+00,9.88773e-04
F4,2.99652e+03,3.01400e+03,3.00457e+03,4.04242e+00
F5,2.63896e+02,2.63903e+02,2.63897e+02,1.44668e-03
