Function,Best,Worst,Mean,StdDev
F1,1.26652e-02,1.27463e-02,1.26731e-02,1.64670e-05
F2,6.25667e+03,7.33284e+03,6.44919e+03,3.67107e+02
F3,1.72485e+00,1.72485e+00,1.72485e+00,1.11510e-15
F4,2.99442e+03,2.99442e+03,2.99442e+03,1.23705e-12
F5,2.63896e+02,2.63896e+02,2.63896e+02,5.01814e-06
