Function,Best,Worst,Mean,StdDev
F1,1.26652e-02,1.26653e-02,1.26652e-02,2.79644e-09
F2,6.25667e+03,6.31895e+03,6.25792e+03,8.71894e+00
F3,1.72485e+00,1.72485e+00,1.72485e+00,1.11022e-15
F4,2.99442e+03,2.99442e+03,2.99442e+03,1.36424e-12
F5,2.63896e+02,2.63896e+02,2.63896e+02,1.70530e-13
