F1,8.93286e+06,2.20237e+07,2.68701e+07,6.85481e+07,1.07992e+07,9.28113e+06,3.23819e+07,2.53697e+07,6.15857e+06,9.85012e+06,6.03863e+06,2.53371e+06,6.03890e+06,2.87633e+07,1.16627e+07,1.04229e+07,1.99607e+07,1.97875e+07,1.66038e+07,6.96708e+06,7.14897e+06,4.23240e+06,1.55799e+07,9.35190e+06,4.10798e+07,2.35365e+07,3.16079e+07,9.52549e+06,5.34681e+06,1.03264e+07,2.36679e+07,1.71508e+07,7.12354e+06,8.95390e+06,1.25981e+07,3.83664e+07,2.22262e+06,7.28875e+06,3.51494e+06,7.42028e+06,7.06878e+06,9.37431e+06,2.19810e+07,9.25930e+06,4.02287e+06,2.29628e+07,3.73548e+06,7.79283e+06,3.97267e+06,9.92851e+06
F2,6.62022e+02,2.34756e+09,3.46772e+04,4.25155e+08,4.25127e+08,4.09623e+09,1.87074e+09,1.10952e+04,6.81034e+08,3.37556e+09,5.83134e+09,1.12290e+09,1.96963e+09,3.29621e+09,6.81025e+08,2.34756e+09,4.25128e+08,6.81043e+08,3.60282e+09,3.46783e+04,1.51753e+09,1.41722e+04,3.04534e+09,2.51877e+09,2.27981e+09,2.47995e+09,7.64885e+09,1.45869e+04,6.81023e+08,3.19976e+09,2.39476e+09,1.10617e+09,1.27278e+04,3.46761e+04,2.39476e+09,2.60346e+09,1.88467e+04,9.24970e+03,3.74514e+02,6.81018e+08,6.65344e+02,1.70323e+04,1.80393e+09,6.81020e+08,2.12660e+09,2.60349e+09,1.37381e+09,6.81052e+08,4.25089e+09,6.62561e+02
F3,8.90815e+02,1.26092e+04,6.85619e+03,8.00991e+03,3.23525e+03,7.34915e+03,1.17839e+03,1.27646e+04,8.31661e+03,3.06889e+03,4.05900e+03,2.12522e+03,2.17732e+03,1.73223e+03,1.01705e+03,4.22461e+03,4.26478e+03,1.61963e+04,1.74426e+03,1.26283e+04,1.39988e+04,1.17085e+04,2.08859e+04,6.00096e+03,1.91055e+03,5.94006e+03,4.66525e+03,2.07728e+03,7.94377e+02,3.78777e+03,6.93881e+02,3.71470e+03,1.88752e+04,9.64665e+02,5.24419e+03,3.48570e+03,2.96621e+03,3.71683e+03,3.87360e+03,8.00998e+03,3.05917e+03,2.06093e+04,5.66312e+03,4.97650e+03,6.44628e+03,8.50922e+02,3.82399e+03,5.76746e+03,8.66152e+02,2.21626e+03
F4,4.75499e+02,7.04269e+02,5.32550e+02,5.23701e+02,5.13188e+02,5.25281e+02,5.35948e+02,5.18977e+02,5.22733e+02,4.89829e+02,4.93329e+02,5.48074e+02,5.49172e+02,4.97809e+02,4.72935e+02,5.47025e+02,5.94257e+02,6.81984e+02,5.00250e+02,5.40334e+02,5.68549e+02,5.05631e+02,8.66101e+02,6.25777e+02,5.64869e+02,6.31714e+02,5.62497e+02,5.10743e+02,5.36925e+02,5.81172e+02,5.62293e+02,5.58450e+02,5.38424e+02,5.26015e+02,6.84234e+02,5.46008e+02,5.26499e+02,5.24246e+02,5.64586e+02,7.36580e+02,5.19254e+02,5.44186e+02,6.38062e+02,5.31105e+02,5.64172e+02,5.68313e+02,5.29849e+02,4.68639e+02,5.27418e+02,5.47147e+02
F5,5.20860e+02,5.20775e+02,5.20891e+02,5.20776e+02,5.21036e+02,5.20777e+02,5.20876e+02,5.20915e+02,5.20808e+02,5.20765e+02,5.20907e+02,5.21003e+02,5.21035e+02,5.20943e+02,5.20992e+02,5.20913e+02,5.20911e+02,5.20996e+02,5.20810e+02,5.21019e+02,5.20949e+02,5.20972e+02,5.20959e+02,5.20826e+02,5.20962e+02,5.20995e+02,5.20958e+02,5.20957e+02,5.20866e+02,5.20993e+02,5.21058e+02,5.21071e+02,5.21090e+02,5.20829e+02,5.20885e+02,5.21057e+02,5.20897e+02,5.20930e+02,5.20855e+02,5.20855e+02,5.20829e+02,5.21060e+02,5.21013e+02,5.20927e+02,5.21021e+02,5.20987e+02,5.20929e+02,5.21004e+02,5.20913e+02,5.20978e+02
F6,6.15728e+02,6.10393e+02,6.11447e+02,6.12076e+02,6.09422e+02,6.14835e+02,6.10633e+02,6.08218e+02,6.11088e+02,6.12823e+02,6.09274e+02,6.08442e+02,6.10441e+02,6.06667e+02,6.13793e+02,6.09170e+02,6.09352e+02,6.07592e+02,6.16448e+02,6.14295e+02,6.09009e+02,6.11712e+02,6.12799e+02,6.13961e+02,6.11841e+02,6.09944e+02,6.07427e+02,6.12489e+02,6.07089e+02,6.16694e+02,6.09381e+02,6.09854e+02,6.10606e+02,6.13543e+02,6.17343e+02,6.08417e+02,6.08097e+02,6.09323e+02,6.09653e+02,6.13328e+02,6.13934e+02,6.10371e+02,6.15354e+02,6.18351e+02,6.11841e+02,6.09133e+02,6.15024e+02,6.10051e+02,6.11019e+02,6.10082e+02
F7,7.15784e+02,7.23251e+02,7.18619e+02,7.26545e+02,7.22469e+02,7.19987e+02,7.30268e+02,7.42176e+02,7.19661e+02,7.13938e+02,7.06559e+02,7.00009e+02,7.37329e+02,7.08099e+02,7.40352e+02,7.12048e+02,7.46843e+02,7.52085e+02,7.12807e+02,7.30713e+02,8.05081e+02,7.30117e+02,7.25266e+02,7.06813e+02,7.22822e+02,7.41361e+02,7.44981e+02,7.30174e+02,7.13937e+02,7.06480e+02,7.19171e+02,7.27324e+02,7.14969e+02,7.42528e+02,7.25516e+02,7.00008e+02,7.17779e+02,7.55918e+02,7.13937e+02,7.14969e+02,7.06433e+02,7.24011e+02,7.00000e+02,7.13009e+02,7.35851e+02,7.13938e+02,7.06433e+02,7.00025e+02,7.21730e+02,7.16852e+02
F8,8.28697e+02,8.69027e+02,8.33120e+02,8.77557e+02,8.60693e+02,8.34083e+02,8.29333e+02,8.40018e+02,8.43103e+02,8.53938e+02,8.43171e+02,8.50723e+02,8.45922e+02,8.62695e+02,8.59144e+02,8.40734e+02,8.50889e+02,8.33373e+02,8.46983e+02,8.30146e+02,8.41865e+02,8.40799e+02,8.36967e+02,8.33219e+02,8.43002e+02,8.36038e+02,8.36822e+02,8.53630e+02,8.30151e+02,8.45769e+02,8.58071e+02,8.40118e+02,8.32835e+02,8.49723e+02,8.34581e+02,8.31839e+02,8.39806e+02,8.34824e+02,8.53870e+02,8.54855e+02,8.33829e+02,8.40799e+02,8.60595e+02,8.52801e+02,8.32834e+02,8.58855e+02,8.42395e+02,8.46981e+02,8.34939e+02,8.37996e+02
F9,1.02993e+03,9.45254e+02,9.53728e+02,1.00248e+03,9.59698e+02,9.55402e+02,9.64673e+02,9.63679e+02,9.38410e+02,1.01840e+03,9.70906e+02,9.74622e+02,9.55718e+02,9.32834e+02,9.71637e+02,1.00927e+03,9.73825e+02,1.02039e+03,9.91279e+02,9.87561e+02,9.61688e+02,9.63677e+02,9.61688e+02,9.84996e+02,9.63361e+02,9.83577e+02,1.02941e+03,9.80592e+02,9.52733e+02,9.77475e+02,9.67221e+02,9.74648e+02,9.84420e+02,9.97118e+02,9.73627e+02,9.45768e+02,9.88070e+02,9.57737e+02,9.65938e+02,9.75374e+02,9.71558e+02,1.03335e+03,9.78604e+02,9.78606e+02,9.81588e+02,9.59697e+02,9.63361e+02,9.63678e+02,9.94402e+02,9.88272e+02
F10,1.36335e+03,2.40634e+03,2.46190e+03,2.46532e+03,2.29172e+03,2.57394e+03,2.64114e+03,2.46640e+03,1.66690e+03,2.09885e+03,2.27076e+03,1.60297e+03,2.11864e+03,2.12213e+03,2.33187e+03,2.04792e+03,1.95022e+03,2.64345e+03,2.94730e+03,2.32184e+03,2.73593e+03,2.38850e+03,3.72948e+03,2.35803e+03,2.14670e+03,2.67810e+03,2.55482e+03,2.15035e+03,2.25293e+03,2.34033e+03,2.17002e+03,3.29573e+03,1.88090e+03,2.25085e+03,2.24640e+03,2.17951e+03,1.87219e+03,2.36068e+03,2.26892e+03,2.40495e+03,1.93422e+03,2.36213e+03,2.15287e+03,2.52293e+03,2.91699e+03,2.58034e+03,2.10974e+03,1.81302e+03,2.13238e+03,1.88129e+03
