Function,Best,Worst,Mean,StdDev
F1,1.26736e-02,1.34960e-02,1.28629e-02,1.72267e-04
F2,6.26485e+03,6.48791e+03,6.35362e+03,4.72536e+01
F3,1.75796e+00,2.14068e+00,1.91638e+00,9.76988e-02
F4,2.99442e+03,2.99442e+03,2.99442e+03,1.32112e-12
F5,2.63897e+02,2.63990e+02,2.63918e+02,1.84884e-02
