Function,Best,Worst,Mean,StdDev
F1,1.27153e-02,1.28902e-02,1.27876e-02,4.39572e-05
F2,6.25897e+03,6.35159e+03,6.29108e+03,2.03696e+01
F3,1.73164e+00,1.77352e+00,1.75519e+00,9.39565e-03
F4,3.00868e+03,3.03953e+03,3.02251e+03,7.44460e+00
F5,2.63897e+02,2.63914e+02,2.63903e+02,4.26842e-03
