Function,Best,Worst,Mean,StdDev
F1,1.26683e-02,1.31565e-02,1.27545e-02,1.09604e-04
F2,6.25667e+03,7.54449e+03,6.35422e+03,2.27404e+02
F3,1.72485e+00,1.72685e+00,1.72490e+00,2.83673e-04
F4,2.99442e+03,3.21555e+03,3.03786e+03,5.10618e+01
F5,2.63896e+02,2.63896e+02,2.63896e+02,1.09145e-04
