Function,Best,Worst,Mean,StdDev
F1,1.26665e-02,1.36259e-02,1.28708e-02,2.59125e-04
F2,6.25669e+03,7.54449e+03,6.50211e+03,4.29420e+02
F3,1.72504e+00,1.75011e+00,1.72663e+00,3.61469e-03
F4,2.99451e+03,3.00403e+03,2.99641e+03,3.11979e+00
F5,2.63896e+02,2.63904e+02,2.63897e+02,1.56025e-03
